Sl,Station_Names,Year,Month,Max_Temp,Min_Temp,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period,Flood?,Rainfall log,Wind_Speed log,ALT log
2391,Chandpur,1984,4,36.4,22.2,54.0,76.0,1.7,3.0,7.0,568556.9,571945.8,23.26,90.67,7,1984.04,0.0,4.007333185232471,0.9932517730102833,2.0794415416798357
2392,Chandpur,1984,5,36.5,22.5,620.0,82.0,1.5,4.5,4.7,568556.9,571945.8,23.26,90.67,7,1984.05,1.0,6.431331081933479,0.9162907318741551,2.0794415416798357
2394,Chandpur,1984,7,33.1,23.5,615.0,87.0,1.0,5.9,3.1,568556.9,571945.8,23.26,90.67,7,1984.07,1.0,6.423246963533519,0.6931471805599453,2.0794415416798357
2396,Chandpur,1984,9,33.7,22.8,349.0,86.0,0.3,3.9,4.3,568556.9,571945.8,23.26,90.67,7,1984.09,1.0,5.857933154483459,0.262364264467491,2.0794415416798357
2397,Chandpur,1984,10,34.1,21.3,120.0,85.0,0.1,3.0,6.2,568556.9,571945.8,23.26,90.67,7,1984.1,0.0,4.795790545596741,0.09531017980432487,2.0794415416798357
2398,Chandpur,1984,11,31.4,17.8,0.0,75.0,0.1,0.3,6.7,568556.9,571945.8,23.26,90.67,7,1984.11,0.0,0.0,0.09531017980432487,2.0794415416798357
2399,Chandpur,1984,12,29.0,13.5,7.0,77.0,0.1,0.8,6.0,568556.9,571945.8,23.26,90.67,7,1984.12,0.0,2.0794415416798357,0.09531017980432487,2.0794415416798357
2400,Chandpur,1985,1,29.3,13.2,1.0,77.0,0.1,1.1,6.1,568556.9,571945.8,23.26,90.67,7,1985.01,0.0,0.6931471805599453,0.09531017980432487,2.0794415416798357
2401,Chandpur,1985,2,30.1,14.8,0.0,75.0,0.2,1.1,6.9,568556.9,571945.8,23.26,90.67,7,1985.02,0.0,0.0,0.18232155679395465,2.0794415416798357
2402,Chandpur,1985,3,35.1,22.1,371.0,77.0,1.3,1.9,6.9,568556.9,571945.8,23.26,90.67,7,1985.03,1.0,5.918893854273146,0.832909122935104,2.0794415416798357
2403,Chandpur,1985,4,35.5,24.3,119.0,79.0,1.4,2.3,7.0,568556.9,571945.8,23.26,90.67,7,1985.04,0.0,4.787491742782046,0.8754687373538999,2.0794415416798357
2404,Chandpur,1985,5,34.5,23.3,515.0,82.0,1.0,3.1,5.6,568556.9,571945.8,23.26,90.67,7,1985.05,1.0,6.246106765481563,0.6931471805599453,2.0794415416798357
2405,Chandpur,1985,6,34.0,25.5,324.0,86.0,0.9,4.8,3.6,568556.9,571945.8,23.26,90.67,7,1985.06,0.0,5.783825182329737,0.6418538861723948,2.0794415416798357
2406,Chandpur,1985,7,33.0,24.9,341.0,89.0,1.1,5.4,3.1,568556.9,571945.8,23.26,90.67,7,1985.07,1.0,5.834810737062605,0.7419373447293773,2.0794415416798357
2407,Chandpur,1985,8,33.5,25.2,437.0,87.0,0.8,4.9,3.7,568556.9,571945.8,23.26,90.67,7,1985.08,1.0,6.082218910376446,0.5877866649021191,2.0794415416798357
2408,Chandpur,1985,9,34.0,25.0,536.0,88.0,0.4,4.6,4.3,568556.9,571945.8,23.26,90.67,7,1985.09,1.0,6.285998094508865,0.33647223662121295,2.0794415416798357
2409,Chandpur,1985,10,34.6,23.2,18.0,81.0,0.3,1.4,6.2,568556.9,571945.8,23.26,90.67,7,1985.1,0.0,2.9444389791664403,0.262364264467491,2.0794415416798357
2410,Chandpur,1985,11,32.9,17.6,0.0,78.0,0.1,0.8,6.7,568556.9,571945.8,23.26,90.67,7,1985.11,0.0,0.0,0.09531017980432487,2.0794415416798357
2411,Chandpur,1985,12,29.5,13.7,0.0,77.0,0.3,0.5,6.0,568556.9,571945.8,23.26,90.67,7,1985.12,0.0,0.0,0.262364264467491,2.0794415416798357
2412,Chandpur,1986,1,29.2,12.8,6.0,80.0,0.3,1.0,6.1,568556.9,571945.8,23.26,90.67,7,1986.01,0.0,1.9459101490553132,0.262364264467491,2.0794415416798357
2413,Chandpur,1986,2,30.7,14.8,0.0,72.0,0.3,1.0,6.9,568556.9,571945.8,23.26,90.67,7,1986.02,0.0,0.0,0.262364264467491,2.0794415416798357
2414,Chandpur,1986,3,36.9,20.2,14.0,69.0,0.4,0.9,6.9,568556.9,571945.8,23.26,90.67,7,1986.03,0.0,2.70805020110221,0.33647223662121295,2.0794415416798357
2415,Chandpur,1986,4,34.8,22.7,123.0,77.0,1.5,3.3,7.0,568556.9,571945.8,23.26,90.67,7,1986.04,0.0,4.820281565605037,0.9162907318741551,2.0794415416798357
2416,Chandpur,1986,5,35.5,23.6,157.0,79.0,0.5,2.3,5.6,568556.9,571945.8,23.26,90.67,7,1986.05,0.0,5.062595033026967,0.4054651081081644,2.0794415416798357
2417,Chandpur,1986,6,36.0,26.4,226.0,83.0,0.7,4.2,3.6,568556.9,571945.8,23.26,90.67,7,1986.06,0.0,5.424950017481403,0.5306282510621704,2.0794415416798357
2418,Chandpur,1986,7,33.8,25.9,399.0,86.0,0.9,5.3,3.1,568556.9,571945.8,23.26,90.67,7,1986.07,1.0,5.991464547107982,0.6418538861723948,2.0794415416798357
2419,Chandpur,1986,8,34.7,26.2,283.0,83.0,0.6,4.5,3.7,568556.9,571945.8,23.26,90.67,7,1986.08,0.0,5.648974238161206,0.4700036292457356,2.0794415416798357
2420,Chandpur,1986,9,33.6,25.1,478.0,87.0,0.6,5.1,3.3,568556.9,571945.8,23.26,90.67,7,1986.09,1.0,6.171700597410915,0.4700036292457356,2.0794415416798357
2421,Chandpur,1986,10,32.8,23.4,186.0,83.0,0.2,2.1,6.7,568556.9,571945.8,23.26,90.67,7,1986.1,0.0,5.231108616854587,0.18232155679395465,2.0794415416798357
2422,Chandpur,1986,11,32.5,19.8,197.0,81.0,0.3,1.8,6.6,568556.9,571945.8,23.26,90.67,7,1986.11,0.0,5.288267030694535,0.262364264467491,2.0794415416798357
2423,Chandpur,1986,12,28.4,15.8,0.0,79.0,0.4,0.9,6.5,568556.9,571945.8,23.26,90.67,7,1986.12,0.0,0.0,0.33647223662121295,2.0794415416798357
2424,Chandpur,1987,1,28.4,13.6,0.0,77.0,0.4,0.6,7.2,568556.9,571945.8,23.26,90.67,7,1987.01,0.0,0.0,0.33647223662121295,2.0794415416798357
2425,Chandpur,1987,2,33.0,15.8,0.0,72.0,0.3,0.9,7.5,568556.9,571945.8,23.26,90.67,7,1987.02,0.0,0.0,0.262364264467491,2.0794415416798357
2426,Chandpur,1987,3,35.5,20.1,51.0,72.0,0.7,2.2,6.9,568556.9,571945.8,23.26,90.67,7,1987.03,0.0,3.9512437185814275,0.5306282510621704,2.0794415416798357
2427,Chandpur,1987,4,35.6,23.3,245.0,78.0,1.4,3.0,7.0,568556.9,571945.8,23.26,90.67,7,1987.04,0.0,5.5053315359323625,0.8754687373538999,2.0794415416798357
2428,Chandpur,1987,5,36.2,24.8,105.0,76.0,1.0,2.3,7.5,568556.9,571945.8,23.26,90.67,7,1987.05,0.0,4.663439094112067,0.6931471805599453,2.0794415416798357
2429,Chandpur,1987,6,35.3,26.6,81.0,81.0,1.3,4.1,4.2,568556.9,571945.8,23.26,90.67,7,1987.06,0.0,4.406719247264253,0.832909122935104,2.0794415416798357
2431,Chandpur,1987,8,33.5,26.2,559.0,85.0,1.0,5.2,4.0,568556.9,571945.8,23.26,90.67,7,1987.08,1.0,6.327936783729195,0.6931471805599453,2.0794415416798357
2432,Chandpur,1987,9,34.3,26.4,231.0,84.0,0.9,4.7,3.2,568556.9,571945.8,23.26,90.67,7,1987.09,0.0,5.44673737166631,0.6418538861723948,2.0794415416798357
2433,Chandpur,1987,10,33.4,24.2,155.0,80.0,0.4,1.4,7.5,568556.9,571945.8,23.26,90.67,7,1987.1,0.0,5.049856007249537,0.33647223662121295,2.0794415416798357
2434,Chandpur,1987,11,31.9,20.9,20.0,77.0,0.6,2.0,6.7,568556.9,571945.8,23.26,90.67,7,1987.11,0.0,3.044522437723423,0.4700036292457356,2.0794415416798357
2435,Chandpur,1987,12,27.8,15.3,7.0,77.0,0.4,0.8,7.2,568556.9,571945.8,23.26,90.67,7,1987.12,0.0,2.0794415416798357,0.33647223662121295,2.0794415416798357
2436,Chandpur,1988,1,27.5,14.0,0.0,74.0,0.5,0.5,6.1,568556.9,571945.8,23.26,90.67,7,1988.01,0.0,0.0,0.4054651081081644,2.0794415416798357
2437,Chandpur,1988,2,31.4,15.8,50.0,74.0,0.6,1.2,6.9,568556.9,571945.8,23.26,90.67,7,1988.02,0.0,3.9318256327243257,0.4700036292457356,2.0794415416798357
2438,Chandpur,1988,3,34.5,20.8,70.0,74.0,0.7,2.2,6.0,568556.9,571945.8,23.26,90.67,7,1988.03,0.0,4.2626798770413155,0.5306282510621704,2.0794415416798357
2439,Chandpur,1988,4,35.3,24.0,90.0,77.0,1.1,2.8,6.1,568556.9,571945.8,23.26,90.67,7,1988.04,0.0,4.51085950651685,0.7419373447293773,2.0794415416798357
2440,Chandpur,1988,5,34.5,25.0,336.0,82.0,1.4,4.7,4.9,568556.9,571945.8,23.26,90.67,7,1988.05,0.0,5.820082930352362,0.8754687373538999,2.0794415416798357
2441,Chandpur,1988,6,34.9,26.0,355.0,84.0,1.1,5.1,3.8,568556.9,571945.8,23.26,90.67,7,1988.06,1.0,5.87493073085203,0.7419373447293773,2.0794415416798357
2442,Chandpur,1988,7,33.8,26.2,340.0,85.0,1.1,5.4,3.4,568556.9,571945.8,23.26,90.67,7,1988.07,1.0,5.831882477283517,0.7419373447293773,2.0794415416798357
2443,Chandpur,1988,8,33.2,26.2,303.0,85.0,0.9,5.6,2.8,568556.9,571945.8,23.26,90.67,7,1988.08,0.0,5.717027701406222,0.6418538861723948,2.0794415416798357
2444,Chandpur,1988,9,34.4,25.8,106.0,82.0,0.7,4.4,4.4,568556.9,571945.8,23.26,90.67,7,1988.09,0.0,4.672828834461906,0.5306282510621704,2.0794415416798357
2445,Chandpur,1988,10,33.7,24.2,123.0,79.0,0.7,2.6,6.4,568556.9,571945.8,23.26,90.67,7,1988.1,0.0,4.820281565605037,0.5306282510621704,2.0794415416798357
2446,Chandpur,1988,11,32.2,20.4,74.0,79.0,0.7,2.2,7.0,568556.9,571945.8,23.26,90.67,7,1988.11,0.0,4.31748811353631,0.5306282510621704,2.0794415416798357
2447,Chandpur,1988,12,28.3,16.3,0.0,80.0,0.4,0.6,6.0,568556.9,571945.8,23.26,90.67,7,1988.12,0.0,0.0,0.33647223662121295,2.0794415416798357
2448,Chandpur,1989,1,27.0,11.8,0.0,73.0,0.4,0.2,6.6,568556.9,571945.8,23.26,90.67,7,1989.01,0.0,0.0,0.33647223662121295,2.0794415416798357
2449,Chandpur,1989,2,30.8,15.8,0.0,70.0,0.7,0.6,7.1,568556.9,571945.8,23.26,90.67,7,1989.02,0.0,0.0,0.5306282510621704,2.0794415416798357
2450,Chandpur,1989,3,35.3,20.1,4.0,70.0,0.6,1.3,6.1,568556.9,571945.8,23.26,90.67,7,1989.03,0.0,1.6094379124341003,0.4700036292457356,2.0794415416798357
2451,Chandpur,1989,4,34.8,24.9,50.0,75.0,1.7,2.3,6.7,568556.9,571945.8,23.26,90.67,7,1989.04,0.0,3.9318256327243257,0.9932517730102833,2.0794415416798357
2452,Chandpur,1989,5,35.4,25.9,83.0,80.0,1.3,3.0,6.0,568556.9,571945.8,23.26,90.67,7,1989.05,0.0,4.430816798843313,0.832909122935104,2.0794415416798357
2453,Chandpur,1989,6,35.2,25.5,364.0,83.0,1.1,4.7,3.6,568556.9,571945.8,23.26,90.67,7,1989.06,1.0,5.8998973535824915,0.7419373447293773,2.0794415416798357
2454,Chandpur,1989,7,33.8,26.0,282.0,84.0,1.2,5.4,3.9,568556.9,571945.8,23.26,90.67,7,1989.07,0.0,5.645446897643238,0.7884573603642702,2.0794415416798357
2455,Chandpur,1989,8,33.6,26.1,203.0,82.0,1.0,5.1,5.0,568556.9,571945.8,23.26,90.67,7,1989.08,0.0,5.318119993844216,0.6931471805599453,2.0794415416798357
2456,Chandpur,1989,9,33.6,25.8,221.0,85.0,0.8,5.2,2.9,568556.9,571945.8,23.26,90.67,7,1989.09,0.0,5.402677381872279,0.5877866649021191,2.0794415416798357
2457,Chandpur,1989,10,31.9,23.9,0.0,84.0,0.6,4.0,4.0,568556.9,571945.8,23.26,90.67,7,1989.1,0.0,0.0,0.4700036292457356,2.0794415416798357
2458,Chandpur,1989,11,32.3,18.7,0.0,77.0,0.3,0.8,7.4,568556.9,571945.8,23.26,90.67,7,1989.11,0.0,0.0,0.262364264467491,2.0794415416798357
2459,Chandpur,1989,12,28.9,13.7,3.0,78.0,0.5,0.7,6.9,568556.9,571945.8,23.26,90.67,7,1989.12,0.0,1.3862943611198906,0.4054651081081644,2.0794415416798357
2460,Chandpur,1990,1,28.7,14.2,0.0,82.0,0.4,0.7,6.1,568556.9,571945.8,23.26,90.67,7,1990.01,0.0,0.0,0.33647223662121295,2.0794415416798357
2461,Chandpur,1990,2,30.6,17.3,36.0,78.0,0.4,2.3,6.0,568556.9,571945.8,23.26,90.67,7,1990.02,0.0,3.6109179126442243,0.33647223662121295,2.0794415416798357
2462,Chandpur,1990,3,34.1,19.1,111.0,79.0,0.7,3.4,4.9,568556.9,571945.8,23.26,90.67,7,1990.03,0.0,4.718498871295094,0.5306282510621704,2.0794415416798357
2463,Chandpur,1990,4,34.6,22.6,163.0,78.0,1.3,3.4,6.2,568556.9,571945.8,23.26,90.67,7,1990.04,0.0,5.099866427824199,0.832909122935104,2.0794415416798357
2464,Chandpur,1990,5,34.8,25.0,189.0,79.0,0.8,4.2,5.9,568556.9,571945.8,23.26,90.67,7,1990.05,0.0,5.247024072160486,0.5877866649021191,2.0794415416798357
2465,Chandpur,1990,6,34.6,26.1,311.0,84.0,0.9,5.3,3.2,568556.9,571945.8,23.26,90.67,7,1990.06,1.0,5.7430031878094825,0.6418538861723948,2.0794415416798357
2466,Chandpur,1990,7,33.5,25.7,421.0,86.0,0.8,5.9,2.8,568556.9,571945.8,23.26,90.67,7,1990.07,1.0,6.045005314036012,0.5877866649021191,2.0794415416798357
2467,Chandpur,1990,8,34.3,26.3,177.0,82.0,0.7,5.0,4.9,568556.9,571945.8,23.26,90.67,7,1990.08,0.0,5.181783550292085,0.5306282510621704,2.0794415416798357
2468,Chandpur,1990,9,34.5,26.1,208.0,84.0,0.7,4.8,4.0,568556.9,571945.8,23.26,90.67,7,1990.09,0.0,5.342334251964811,0.5306282510621704,2.0794415416798357
2469,Chandpur,1990,10,32.9,23.3,263.0,81.0,0.5,3.3,5.2,568556.9,571945.8,23.26,90.67,7,1990.1,0.0,5.575949103146316,0.4054651081081644,2.0794415416798357
2470,Chandpur,1990,11,32.1,21.5,55.0,79.0,0.3,2.3,6.1,568556.9,571945.8,23.26,90.67,7,1990.11,0.0,4.02535169073515,0.262364264467491,2.0794415416798357
2471,Chandpur,1990,12,28.1,15.6,22.0,79.0,0.3,1.3,6.1,568556.9,571945.8,23.26,90.67,7,1990.12,0.0,3.1354942159291497,0.262364264467491,2.0794415416798357
2472,Chandpur,1991,1,27.8,13.3,7.0,77.0,0.3,1.6,5.3,568556.9,571945.8,23.26,90.67,7,1991.01,0.0,2.0794415416798357,0.262364264467491,2.0794415416798357
2473,Chandpur,1991,2,32.5,16.9,23.0,75.0,0.4,0.8,7.1,568556.9,571945.8,23.26,90.67,7,1991.02,0.0,3.1780538303479458,0.33647223662121295,2.0794415416798357
2474,Chandpur,1991,3,35.5,21.6,109.0,73.0,0.5,1.4,6.5,568556.9,571945.8,23.26,90.67,7,1991.03,0.0,4.700480365792417,0.4054651081081644,2.0794415416798357
2475,Chandpur,1991,4,35.4,24.3,150.0,78.0,1.0,2.9,5.9,568556.9,571945.8,23.26,90.67,7,1991.04,0.0,5.017279836814924,0.6931471805599453,2.0794415416798357
2476,Chandpur,1991,5,33.5,24.0,376.0,84.0,1.6,5.2,4.0,568556.9,571945.8,23.26,90.67,7,1991.05,1.0,5.932245187448011,0.9555114450274363,2.0794415416798357
2477,Chandpur,1991,6,33.8,25.9,419.0,86.0,0.9,5.5,2.8,568556.9,571945.8,23.26,90.67,7,1991.06,1.0,6.040254711277414,0.6418538861723948,2.0794415416798357
2478,Chandpur,1991,7,33.8,26.5,252.0,84.0,1.0,5.5,3.3,568556.9,571945.8,23.26,90.67,7,1991.07,0.0,5.53338948872752,0.6931471805599453,2.0794415416798357
2479,Chandpur,1991,8,34.4,26.0,320.0,86.0,0.9,5.4,3.8,568556.9,571945.8,23.26,90.67,7,1991.08,0.0,5.771441123130016,0.6418538861723948,2.0794415416798357
2480,Chandpur,1991,9,33.6,25.7,387.0,87.0,0.4,5.1,2.9,568556.9,571945.8,23.26,90.67,7,1991.09,1.0,5.961005339623274,0.33647223662121295,2.0794415416798357
2481,Chandpur,1991,10,33.8,24.5,284.0,85.0,0.5,3.9,4.7,568556.9,571945.8,23.26,90.67,7,1991.1,0.0,5.652489180268651,0.4054651081081644,2.0794415416798357
2482,Chandpur,1991,11,31.1,18.7,6.0,79.0,0.3,1.7,6.1,568556.9,571945.8,23.26,90.67,7,1991.11,0.0,1.9459101490553132,0.262364264467491,2.0794415416798357
2483,Chandpur,1991,12,29.1,14.5,13.0,78.0,0.4,1.3,5.4,568556.9,571945.8,23.26,90.67,7,1991.12,0.0,2.6390573296152584,0.33647223662121295,2.0794415416798357
2484,Chandpur,1992,1,27.6,13.2,0.0,80.0,0.4,0.3,5.9,568556.9,571945.8,23.26,90.67,7,1992.01,0.0,0.0,0.33647223662121295,2.0794415416798357
2485,Chandpur,1992,2,29.1,15.5,96.0,78.0,0.8,2.2,5.5,568556.9,571945.8,23.26,90.67,7,1992.02,0.0,4.574710978503383,0.5877866649021191,2.0794415416798357
2486,Chandpur,1992,3,36.1,22.1,0.0,72.0,1.6,1.8,6.2,568556.9,571945.8,23.26,90.67,7,1992.03,0.0,0.0,0.9555114450274363,2.0794415416798357
2487,Chandpur,1992,4,35.8,24.7,20.0,74.0,1.9,2.3,7.4,568556.9,571945.8,23.26,90.67,7,1992.04,0.0,3.044522437723423,1.0647107369924282,2.0794415416798357
2488,Chandpur,1992,5,34.9,24.2,147.0,78.0,1.5,4.0,6.3,568556.9,571945.8,23.26,90.67,7,1992.05,0.0,4.997212273764115,0.9162907318741551,2.0794415416798357
2489,Chandpur,1992,6,35.2,26.1,178.0,80.0,1.0,4.7,3.7,568556.9,571945.8,23.26,90.67,7,1992.06,0.0,5.187385805840755,0.6931471805599453,2.0794415416798357
2490,Chandpur,1992,7,34.5,25.8,338.0,86.0,1.4,6.0,2.9,568556.9,571945.8,23.26,90.67,7,1992.07,1.0,5.82600010738045,0.8754687373538999,2.0794415416798357
2491,Chandpur,1992,8,34.1,25.8,335.0,85.0,1.0,5.7,3.3,568556.9,571945.8,23.26,90.67,7,1992.08,1.0,5.817111159963204,0.6931471805599453,2.0794415416798357
2492,Chandpur,1992,9,33.8,25.8,150.0,84.0,1.0,4.7,4.3,568556.9,571945.8,23.26,90.67,7,1992.09,0.0,5.017279836814924,0.6931471805599453,2.0794415416798357
2493,Chandpur,1992,10,33.7,24.5,81.0,81.0,0.5,2.8,6.5,568556.9,571945.8,23.26,90.67,7,1992.1,0.0,4.406719247264253,0.4054651081081644,2.0794415416798357
2494,Chandpur,1992,11,32.6,20.0,1.0,77.0,0.3,2.6,6.0,568556.9,571945.8,23.26,90.67,7,1992.11,0.0,0.6931471805599453,0.262364264467491,2.0794415416798357
2495,Chandpur,1992,12,26.8,14.4,0.0,78.0,0.4,0.3,6.5,568556.9,571945.8,23.26,90.67,7,1992.12,0.0,0.0,0.33647223662121295,2.0794415416798357
2496,Chandpur,1993,1,28.6,13.3,0.0,78.0,0.5,0.5,5.7,568556.9,571945.8,23.26,90.67,7,1993.01,0.0,0.0,0.4054651081081644,2.0794415416798357
2497,Chandpur,1993,2,31.6,17.1,108.0,76.0,1.0,1.5,7.0,568556.9,571945.8,23.26,90.67,7,1993.02,0.0,4.6913478822291435,0.6931471805599453,2.0794415416798357
2498,Chandpur,1993,3,33.4,19.4,142.0,72.0,0.9,1.9,6.5,568556.9,571945.8,23.26,90.67,7,1993.03,0.0,4.962844630259907,0.6418538861723948,2.0794415416798357
2499,Chandpur,1993,4,35.7,23.1,110.0,76.0,1.2,3.2,6.9,568556.9,571945.8,23.26,90.67,7,1993.04,0.0,4.709530201312334,0.7884573603642702,2.0794415416798357
2500,Chandpur,1993,5,34.8,23.9,317.0,81.0,1.3,4.6,5.6,568556.9,571945.8,23.26,90.67,7,1993.05,1.0,5.762051382780177,0.832909122935104,2.0794415416798357
2501,Chandpur,1993,6,34.6,26.0,299.0,83.0,1.8,5.7,3.5,568556.9,571945.8,23.26,90.67,7,1993.06,0.0,5.703782474656201,1.0296194171811581,2.0794415416798357
2502,Chandpur,1993,7,33.8,25.9,414.0,85.0,1.2,5.6,2.8,568556.9,571945.8,23.26,90.67,7,1993.07,1.0,6.028278520230698,0.7884573603642702,2.0794415416798357
2503,Chandpur,1993,8,33.1,26.2,448.0,85.0,1.1,5.9,2.9,568556.9,571945.8,23.26,90.67,7,1993.08,1.0,6.1070228877422545,0.7419373447293773,2.0794415416798357
2504,Chandpur,1993,9,34.1,25.5,258.0,84.0,0.8,5.4,3.9,568556.9,571945.8,23.26,90.67,7,1993.09,0.0,5.556828061699537,0.5877866649021191,2.0794415416798357
2505,Chandpur,1993,10,33.8,24.6,88.0,82.0,0.2,3.2,5.5,568556.9,571945.8,23.26,90.67,7,1993.1,0.0,4.48863636973214,0.18232155679395465,2.0794415416798357
2506,Chandpur,1993,11,30.8,20.5,7.0,78.0,0.1,0.9,6.8,568556.9,571945.8,23.26,90.67,7,1993.11,0.0,2.0794415416798357,0.09531017980432487,2.0794415416798357
2507,Chandpur,1993,12,28.6,16.1,0.0,76.0,0.1,0.9,6.7,568556.9,571945.8,23.26,90.67,7,1993.12,0.0,0.0,0.09531017980432487,2.0794415416798357
2508,Chandpur,1994,1,29.0,14.7,8.0,71.0,0.2,0.6,6.4,568556.9,571945.8,23.26,90.67,7,1994.01,0.0,2.1972245773362196,0.18232155679395465,2.0794415416798357
2509,Chandpur,1994,2,30.2,15.2,9.0,69.0,0.1,1.1,7.0,568556.9,571945.8,23.26,90.67,7,1994.02,0.0,2.302585092994046,0.09531017980432487,2.0794415416798357
2510,Chandpur,1994,3,33.8,21.9,85.0,71.0,0.8,2.4,6.6,568556.9,571945.8,23.26,90.67,7,1994.03,0.0,4.454347296253507,0.5877866649021191,2.0794415416798357
2511,Chandpur,1994,4,36.5,23.4,310.0,75.0,0.4,2.8,7.2,568556.9,571945.8,23.26,90.67,7,1994.04,1.0,5.739792912179234,0.33647223662121295,2.0794415416798357
2512,Chandpur,1994,5,35.6,25.2,178.0,78.0,0.6,3.6,3.7,568556.9,571945.8,23.26,90.67,7,1994.05,0.0,5.187385805840755,0.4700036292457356,2.0794415416798357
2513,Chandpur,1994,6,35.1,25.9,287.0,84.0,0.7,5.0,3.4,568556.9,571945.8,23.26,90.67,7,1994.06,0.0,5.662960480135946,0.5306282510621704,2.0794415416798357
2514,Chandpur,1994,7,34.0,25.8,169.0,82.0,1.0,5.2,3.5,568556.9,571945.8,23.26,90.67,7,1994.07,0.0,5.135798437050262,0.6931471805599453,2.0794415416798357
2515,Chandpur,1994,8,33.5,25.8,383.0,83.0,1.0,5.5,3.7,568556.9,571945.8,23.26,90.67,7,1994.08,1.0,5.950642552587727,0.6931471805599453,2.0794415416798357
2516,Chandpur,1994,9,34.1,25.7,98.0,80.0,0.6,3.7,5.4,568556.9,571945.8,23.26,90.67,7,1994.09,0.0,4.59511985013459,0.4700036292457356,2.0794415416798357
2517,Chandpur,1994,10,33.6,24.0,44.0,77.0,0.2,2.3,5.7,568556.9,571945.8,23.26,90.67,7,1994.1,0.0,3.8066624897703196,0.18232155679395465,2.0794415416798357
2518,Chandpur,1994,11,32.7,20.1,1.0,74.0,0.2,2.2,6.1,568556.9,571945.8,23.26,90.67,7,1994.11,0.0,0.6931471805599453,0.18232155679395465,2.0794415416798357
2519,Chandpur,1994,12,29.6,14.7,0.0,68.0,0.1,0.4,5.6,568556.9,571945.8,23.26,90.67,7,1994.12,0.0,0.0,0.09531017980432487,2.0794415416798357
2520,Chandpur,1995,1,27.6,12.8,0.0,70.0,0.4,1.3,5.9,568556.9,571945.8,23.26,90.67,7,1995.01,0.0,0.0,0.33647223662121295,2.0794415416798357
2521,Chandpur,1995,2,31.0,16.0,25.0,71.0,0.1,1.9,5.6,568556.9,571945.8,23.26,90.67,7,1995.02,0.0,3.258096538021482,0.09531017980432487,2.0794415416798357
2522,Chandpur,1995,3,36.7,19.6,1.0,65.0,0.3,1.1,7.4,568556.9,571945.8,23.26,90.67,7,1995.03,0.0,0.6931471805599453,0.262364264467491,2.0794415416798357
2523,Chandpur,1995,4,35.8,24.0,51.0,73.0,0.6,2.7,7.0,568556.9,571945.8,23.26,90.67,7,1995.04,0.0,3.9512437185814275,0.4700036292457356,2.0794415416798357
2524,Chandpur,1995,5,35.8,25.9,177.0,79.0,1.0,4.0,4.8,568556.9,571945.8,23.26,90.67,7,1995.05,0.0,5.181783550292085,0.6931471805599453,2.0794415416798357
2525,Chandpur,1995,6,34.7,26.1,358.0,83.0,0.8,5.2,3.5,568556.9,571945.8,23.26,90.67,7,1995.06,1.0,5.883322388488279,0.5877866649021191,2.0794415416798357
2526,Chandpur,1995,7,33.1,25.7,403.0,84.0,1.0,6.2,3.5,568556.9,571945.8,23.26,90.67,7,1995.07,1.0,6.0014148779611505,0.6931471805599453,2.0794415416798357
2527,Chandpur,1995,8,34.6,26.1,484.0,83.0,0.8,5.6,4.1,568556.9,571945.8,23.26,90.67,7,1995.08,1.0,6.184148890937483,0.5877866649021191,2.0794415416798357
2528,Chandpur,1995,9,34.2,26.0,239.0,83.0,0.8,5.2,3.6,568556.9,571945.8,23.26,90.67,7,1995.09,0.0,5.480638923341991,0.5877866649021191,2.0794415416798357
2529,Chandpur,1995,10,34.0,25.2,77.0,79.0,0.5,2.8,5.8,568556.9,571945.8,23.26,90.67,7,1995.1,0.0,4.356708826689592,0.4054651081081644,2.0794415416798357
2530,Chandpur,1995,11,33.0,21.0,194.0,78.0,0.5,2.8,4.9,568556.9,571945.8,23.26,90.67,7,1995.11,0.0,5.272999558563747,0.4054651081081644,2.0794415416798357
2531,Chandpur,1995,12,28.1,15.6,0.0,72.0,0.3,0.3,5.1,568556.9,571945.8,23.26,90.67,7,1995.12,0.0,0.0,0.262364264467491,2.0794415416798357
2532,Chandpur,1996,1,28.1,14.3,4.0,77.0,0.4,0.6,6.7,568556.9,571945.8,23.26,90.67,7,1996.01,0.0,1.6094379124341003,0.33647223662121295,2.0794415416798357
2533,Chandpur,1996,2,32.5,16.5,10.0,73.0,0.6,0.9,7.6,568556.9,571945.8,23.26,90.67,7,1996.02,0.0,2.3978952727983707,0.4700036292457356,2.0794415416798357
2534,Chandpur,1996,3,35.2,22.5,75.0,75.0,0.9,1.9,7.3,568556.9,571945.8,23.26,90.67,7,1996.03,0.0,4.330733340286331,0.6418538861723948,2.0794415416798357
2535,Chandpur,1996,4,35.5,23.9,196.0,77.0,0.8,2.6,7.1,568556.9,571945.8,23.26,90.67,7,1996.04,0.0,5.2832037287379885,0.5877866649021191,2.0794415416798357
2536,Chandpur,1996,5,36.4,25.7,96.0,79.0,1.2,3.5,6.5,568556.9,571945.8,23.26,90.67,7,1996.05,0.0,4.574710978503383,0.7884573603642702,2.0794415416798357
